PDB_ID,TITLE,RESOLUTION,R_FACTOR,R_FACTOR_W,HELIX,STRAND,n_SEQSTR,n_SEQRES,n_SEQAF,n_SEQDIFF,pLDDT_global,uniprot.id,csm.af.id,csm.rcsb.id
4CFI,3D structure of FliC from Burkholderia pseudomallei,1.3,0.13774,0.13633,46,17,258,258,388,130,93.9,P70944,AF-P70944-F1-model_v4,AF_AFP70944F1
4CMF,The (R)-selective transaminase from Nectria haematococca with inhibitor bound,1.5,0.15413,0.15275,32,26,322,322,320,2,98.17,C7YVL8,AF-C7YVL8-F1-model_v4,AF_AFC7YVL8F1
4CV7,Crystal structure of Rhodococcus equi VapB,1.4,0.17252,0.16972,9,59,111,113,197,86,95.95,B4F366,AF-B4F366-F1-model_v4,AF_AFB4F366F1
4CW4,Crystal structure of the noncanonical ketosynthase FabY from P. aeruginosa,1.349,0.1482,0.1476,39,21,639,639,634,5,96.9,Q9HU15,AF-Q9HU15-F1-model_v4,AF_AFQ9HU15F1
4D0Q,Hyaluronan Binding Module of the Streptococcal Pneumoniae Hyaluronate Lyase,1.2,0.12878,0.12715,2,62,161,169,1066,905,90.56,Q54873,AF-Q54873-F1-model_v4,AF_AFQ54873F1
4D77,High-resolution structure of the extracellular olfactomedin domain from gliomedin,1.481,0.1386,0.1373,4,56,245,285,549,304,96.28,Q80WL1,AF-Q80WL1-F1-model_v4,AF_AFQ80WL1F1
4D7Y,Crystal structure of mouse C1QL1 globular domain,1.44,0.1415,0.1401,0,60,131,146,258,127,95.77,O88992,AF-O88992-F1-model_v4,AF_AFO88992F1
4EAD,Thymidine phosphorylase from E.coli with 3'-azido-2'-fluoro-dideoxyuridine,1.5,0.147,0.145,47,15,440,440,440,0,96.78,P07650,AF-P07650-F1-model_v4,AF_AFP07650F1
4EUO,Structure of Atu4243-GABA sensor,1.28,0.1657,0.1648,45,20,313,320,336,23,96.86,A9CGA5,AF-A9CGA5-F1-model_v4,AF_AFA9CGA5F1
4EZ8,"Crystal structure of mouse thymidylate sythase in ternary complex with N(4)-hydroxy-2'-deoxycytidine-5'-monophosphate and the cofactor product, dihydrofolate",1.17,0.1084,0.1072,33,23,287,307,307,20,97.44,P07607,AF-P07607-F1-model_v4,AF_AFP07607F1
4FTF,Structure of the Type II secretion system pilotin AspS from Vibrio cholerae,1.48,0.1561,0.155,42,30,109,112,163,54,95.98,Q9KRD9,AF-Q9KRD9-F1-model_v4,AF_AFQ9KRD9F1
4GGC,Structural Analysis of Human Cdc20 Supports Multi-site Degron Recognition by APC/C,1.35,0.133,0.1323,0,51,313,318,499,186,97.77,Q12834,AF-Q12834-F1-model_v4,AF_AFQ12834F1
4GMQ,Ribosome-binding domain of Zuo1,1.3,0.1532,0.1514,75,0,92,103,446,354,88.26,G0RYD6,AF-G0RYD6-F1-model_v4,AF_AFG0RYD6F1
4H4N,1.1 Angstrom Crystal Structure of Hypothetical Protein BA_2335 from Bacillus anthracis,1.1,0.14747,0.14581,0,56,62,67,64,2,66.49,A0A6L7H4C2,AF-A0A6L7H4C2-F1-model_v4,AF_AFA0A6L7H4C2F1
4H7W,Crystal Structure of Human C16orf57,1.1,0.13276,0.13163,35,32,187,193,265,78,94.96,Q9BQ65,AF-Q9BQ65-F1-model_v4,AF_AFQ9BQ65F1
4HCS,Structure of Novel subfamily CX chemokine solved by sulfur SAD,1.28,0.1843,0.1832,15,27,67,81,115,48,94.85,F1Q6N2,AF-F1Q6N2-F1-model_v4,AF_AFF1Q6N2F1
4HQS,Crystal structure of the pneumoccocal exposed lipoprotein thioredoxin sp_0659 (Etrx1) from Streptococcus pneumoniae strain TIGR4,1.48,0.183,0.1822,31,25,135,190,188,53,97.68,A0A0H2UP26,AF-A0A0H2UP26-F1-model_v4,AF_AFA0A0H2UP26F1
4HU2,"Crystal structure of LdtMt2, a L,D-transpeptidase from Mycobacterium tuberculosis: domain A and B",1.46,0.16525,0.16239,3,50,194,198,408,214,98.07,O53223,AF-O53223-F1-model_v4,AF_AFO53223F1
4I6X,Crystal Structure of Non-catalyic Domain of Protein Disulfide Isomerase-related (PDIr) Protein,1.5,0.1933,0.19117,38,23,117,131,519,402,94.33,Q14554,AF-Q14554-F1-model_v4,AF_AFQ14554F1
4IC4,Crystal structure of Osh3 ORD from Saccharomyces cerevisiae,1.5,0.217,0.217,26,31,372,397,996,624,92.15,P38713,AF-P38713-F1-model_v4,AF_AFP38713F1
4ICV,Ubiquitin-like domain of human tubulin folding cofactor E - crystal form B,1.45,0.16318,0.16187000000000001,25,32,84,85,527,443,87.33,Q15813,AF-Q15813-F1-model_v4,AF_AFQ15813F1
4IEJ,Crystal structure of a DNA methyltransferase 1 associated protein 1 (DMAP1) from Homo sapiens at 1.45 A resolution,1.45,0.1984,0.197,61,3,75,93,467,392,95.72,Q9NPF5,AF-Q9NPF5-F1-model_v4,AF_AFQ9NPF5F1
4IIL,Crystal Structure of RfuA (TP0298) of T. pallidum Bound to Riboflavin,1.3,0.1222,0.1206,47,21,314,346,343,29,98.19,Q56328,AF-Q56328-F1-model_v4,AF_AFQ56328F1
4J5Q,"TARG1 (C6orf130), Terminal ADP-ribose Glycohydrolase 1, apo structure",1.35,0.1323,0.1307,34,26,146,146,152,6,95.65,Q9Y530,AF-Q9Y530-F1-model_v4,AF_AFQ9Y530F1
4J7N,Crystal structure of mouse DXO in complex with M7GPPPG cap,1.5,0.172,0.172,31,28,358,378,397,39,98.06,O70348,AF-O70348-F1-model_v4,AF_AFO70348F1
4JB3,"Crystal structure of BT_0970, a had family phosphatase from bacteroides thetaiotaomicron VPI-5482, TARGET EFI-501083, with bound sodium and glycerol, closed lid, ordered loop",1.5,0.1473,0.146,48,11,218,228,206,12,96.03,Q8A947,AF-Q8A947-F1-model_v4,AF_AFQ8A947F1
4JBD,"Crystal structure of Pput_1285, a putative hydroxyproline epimerase from Pseudomonas putida f1 (target EFI-506500), open form, space group I2, bound citrate",1.3,0.1593,0.158,22,41,308,330,308,0,97.81,A5VZY6,AF-A5VZY6-F1-model_v4,AF_AFA5VZY6F1
4JF5,Structure of OXA-23 at pH 4.1,1.15,0.1411,0.14,41,21,242,243,273,31,97.76,Q9L4P2,AF-Q9L4P2-F1-model_v4,AF_AFQ9L4P2F1
4JP6,High resolution structure of a papaya barwin-like protein,1,0.1535,0.15207,22,35,121,122,122,1,98.37,U5HK42,AF-U5HK42-F1-model_v4,AF_AFU5HK42F1
4KXU,Human transketolase in covalent complex with donor ketose D-fructose-6-phosphate,0.98,0.1015,0.1015,41,17,620,637,623,3,97.17,P29401,AF-P29401-F1-model_v4,AF_AFP29401F1
4LTT,Crystal structure of native apo toxin from Helicobacter pylori,1.28,0.18124,0.17968,37,31,91,93,88,3,97.12,O25554,AF-O25554-F1-model_v4,AF_AFO25554F1
4M5E,Tse3 structure,1.49,0.1812,0.1807,63,1,405,410,408,3,87.34,Q9HYC5,AF-Q9HYC5-F1-model_v4,AF_AFQ9HYC5F1
4MFI,Crystal structure of Mycobacterium tuberculosis UgpB,1.5,0.1359,0.1353,51,17,403,436,436,33,95.37,A5U6I5,AF-A5U6I5-F1-model_v4,AF_AFA5U6I5F1
4MNC,"Crystal structure of a TRAP periplasmic solute binding protein from Polaromonas sp. JS666 (Bpro_4736), Target EFI-510156, with bound benzoyl formate, space group P21",1.05,0.1292,0.1284,51,19,305,332,325,20,98.07,Q122C7,AF-Q122C7-F1-model_v4,AF_AFQ122C7F1
4MNO,Crystal structure of aIF1A from Pyrococcus abyssi,1.35,0.1584,0.1566,19,36,95,115,113,18,96.99,Q9V138,AF-Q9V138-F1-model_v4,AF_AFQ9V138F1
4MTH,Crystal structure of mature human RegIIIalpha,1.47,0.187,0.185,18,29,139,139,175,36,97.01,Q06141,AF-Q06141-F1-model_v4,AF_AFQ06141F1
4MU0,"The structure of wt A. thaliana IGPD2 in complex with Mn2+ and 1,2,4-triazole at 1.3 A resolution",1.3,0.13049,0.12956,36,33,185,205,272,87,98.54,O23346,AF-O23346-F1-model_v4,AF_AFO23346F1
4MUQ,"Crystal Structure of Vancomycin Resistance D,D-dipeptidase VanXYg in complex with D-Ala-D-Ala phosphinate analog",1.364,0.1631,0.1619,33,27,251,255,254,3,95.27,Q9KHL8,AF-Q9KHL8-F1-model_v4,AF_AFQ9KHL8F1
4MXD,"1.45 angstronm crystal structure of E.coli 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (MenH)",1.45,0.1555,0.1551,46,15,255,255,252,3,97.7,P37355,AF-P37355-F1-model_v4,AF_AFP37355F1
4N02,Type 2 IDI from S. pneumoniae,1.4,0.14,0.139,46,15,332,357,336,4,97.79,B2ILS5,AF-B2ILS5-F1-model_v4,AF_AFB2ILS5F1
4N30,Crystal structure of Pseudomonas aeruginosa DsbA2,1.3,0.1946,0.19325,51,15,182,221,219,37,95.73,Q7WY37,AF-Q7WY37-F1-model_v4,AF_AFQ7WY37F1
4N3T,"Candida albicans Superoxide Dismutase 5 (SOD5), Cu(I)",1.4,0.15,0.1471,10,36,153,159,228,75,94.76,Q5AD07,AF-Q5AD07-F1-model_v4,AF_AFQ5AD07F1
4NDT,"Crystal structure of L. decastes alpha-galactosyl-binding lectin, orthorhombic crystal form",1.03,0.1152,0.1142,32,29,94,94,94,0,85.23,A7UNK4,AF-A7UNK4-F1-model_v4,AF_AFA7UNK4F1
4NPD,High-resolution structure of C domain of staphylococcal protein A at cryogenic temperature,0.9,0.113,0.112,72,0,58,58,508,450,88.53,P38507,AF-P38507-F1-model_v4,AF_AFP38507F1
4OCH,Apo structure of Smr domain of MutS2 from Deinococcus radiodurans,1.4001,0.1937,0.1923,38,23,82,90,766,684,83.94,Q9RSZ3,AF-Q9RSZ3-F1-model_v4,AF_AFQ9RSZ3F1
4OCV,N-acetylhexosamine 1-phosphate kinase_ATCC15697 in complex with GlcNAc and AMPPNP,1.472,0.18778,0.18711,49,15,355,379,359,4,95.77,B7GN78,AF-B7GN78-F1-model_v4,AF_AFB7GN78F1
4OHN,Crystal structure of an ABC uptake transporter substrate binding protein from Streptococcus pneumoniae with Bound Histidine,1.37,0.1377,0.1369,40,23,246,257,257,11,94.92,A0A0H2UKY8,AF-A0A0H2UKY8-F1-model_v4,AF_AFA0A0H2UKY8F1
4OPB,AA13 Lytic polysaccharide monooxygenase from Aspergillus oryzae,1.5,0.12107,0.11932,16,28,232,233,279,47,98.33,Q2U8Y3,AF-Q2U8Y3-F1-model_v4,AF_AFQ2U8Y3F1
4OPC,Constructing tailored isoprenoid products by structure-guided modification of geranylgeranyl reductase.,1.4,0.152,0.151,41,26,452,453,452,0,97.43,Q4JA33,AF-Q4JA33-F1-model_v4,AF_AFQ4JA33F1
4OY6,Structure of ScLPMO10B in complex with copper.,1.29,0.1245,0.12365,22,33,186,186,228,42,98.64,Q9RJC1,AF-Q9RJC1-F1-model_v4,AF_AFQ9RJC1F1
4P7X,L-pipecolic acid-bound L-proline cis-4-hydroxylase,1.3,0.1368,0.1354,30,25,286,292,280,6,95.28,Q989T9,AF-Q989T9-F1-model_v4,AF_AFQ989T9F1
4PDT,Japanese Marasmius oreades lectin,1.4,0.14751,0.14437,3,43,119,120,120,1,97.4,I7H471,AF-I7H471-F1-model_v4,AF_AFI7H471F1
4PHR,Domain of unknown function 1792 (DUF1792) with manganese,1.34,0.149,0.147,42,16,277,277,582,305,95.76,I1ZPA1,AF-I1ZPA1-F1-model_v4,AF_AFI1ZPA1F1
4PMX,"Crystal structure of GH10 endo-b-1,4-xylanase (XynB) from Xanthomonas axonopodis pv citri in the native form",1.304,0.1333,0.1322,39,16,306,306,330,24,98.48,Q8PET6,AF-Q8PET6-F1-model_v4,AF_AFQ8PET6F1
4PQD,The longer crystal structure of the grow factor like domain from Beta amypoid precusor protein (APP22-126),1.332,0.171,0.1696,13,31,105,105,770,665,84.96,P05067,AF-P05067-F1-model_v4,AF_AFP05067F1
4PSB,Crystal Structure of Phytohormone Binding Protein from Vigna radiata in complex with gibberellic acid (GA3),1.42,0.1543,0.152,28,45,152,155,155,3,96.13,A0A1S3THR8,AF-A0A1S3THR8-F1-model_v4,AF_AFA0A1S3THR8F1
4PSC,Structure of cutinase from Trichoderma reesei in its native form.,1.15,0.147,0.146,49,15,220,254,248,28,94.79,A0A024SC78,AF-A0A024SC78-F1-model_v4,AF_AFA0A024SC78F1
4PX8,Structure of P. vulgaris HigB toxin,1.25,0.1579,0.155,41,27,99,118,92,7,97.8,Q7A225,AF-Q7A225-F1-model_v4,AF_AFQ7A225F1
4Q6O,"Structural analysis of the mDAP-bound form of Helicobacter pylori Csd4, a D,L-carboxypeptidase",1.41,0.19056,0.18942,24,32,417,437,438,21,98.06,O25708,AF-O25708-F1-model_v4,AF_AFO25708F1
4QA8,Crystal structure of LprF from Mycobacterium bovis,1.1,0.1651,0.1639,15,45,210,229,261,51,95.8,P65315,AF-P65315-F1-model_v4,AF_AFP65315F1
4QPT,Structural Investigation of hnRNP L,1.351,0.1697,0.1677,21,25,215,215,623,408,87.3,F1LQ48,AF-F1LQ48-F1-model_v4,AF_AFF1LQ48F1
4R6H,"Crystal structure of putative binding protein msme from bacillus subtilis subsp. subtilis str. 168, target efi-510764, an open conformation",1.5,0.16898,0.16784,50,15,394,428,426,32,95.99,O34335,AF-O34335-F1-model_v4,AF_AFO34335F1
4R6Y,"Crystal structure of solute-binding protein stm0429 from salmonella enterica subsp. enterica serovar typhimurium str. lt2, target efi-510776, a closed conformation, in complex with glycerol and acetate",1.22,0.11469,0.11367,41,20,317,318,337,20,97.11,P96062,AF-P96062-F1-model_v4,AF_AFP96062F1
4R75,Structure of the periplasmic binding protein AfuA from Actinobacillus pleuropneumoniae (exogenous sedoheptulose-7-phosphate bound),1.278,0.1731,0.1722,46,21,318,321,346,28,98.22,A3N294,AF-A3N294-F1-model_v4,AF_AFA3N294F1
4R78,Crystal structure of LicA in complex with AMP,1.45,0.19301,0.19201,47,15,287,309,289,2,95.32,Q8DPI4,AF-Q8DPI4-F1-model_v4,AF_AFQ8DPI4F1
4RLE,Crystal structure of the c-di-AMP binding PII-like protein DarA,1.3,0.1305,0.1296,23,34,116,117,109,7,86.66,P37538,AF-P37538-F1-model_v4,AF_AFP37538F1
4RWU,"J-domain of Sis1 protein, Hsp40 co-chaperone from Saccharomyces cerevisiae",1.25,0.1234,0.122,62,0,81,92,352,271,83.65,P25294,AF-P25294-F1-model_v4,AF_AFP25294F1
4RXU,"Crystal structure of carbohydrate transporter solute binding protein CAUR_1924 from Chloroflexus aurantiacus, Target EFI-511158, in complex with D-glucose",1.4,0.13031,0.12887,44,21,340,367,387,47,98.06,A9WDY0,AF-A9WDY0-F1-model_v4,AF_AFA9WDY0F1
4RZ9,Pre-mRNA-splicing factor 38A AS 1-179,1.28,0.1276,0.1264,50,12,179,179,312,133,89.11,Q8NAV1,AF-Q8NAV1-F1-model_v4,AF_AFQ8NAV1F1
4S36,Crystal structure of the C-terminal domain of R2 pyocin membrane-piercing spike,1.46,0.151,0.1492,0,36,90,90,185,95,92.02,Q9S581,AF-Q9S581-F1-model_v4,AF_AFQ9S581F1
4U94,"Structure of mycobacterial maltokinase, the missing link in the essential GlgE-pathway",1.473,0.1416,0.1396,44,24,451,454,441,10,93.1,A1TH50,AF-A1TH50-F1-model_v4,AF_AFA1TH50F1
4UIO,Structure of the Salmonella typhi Type I Dehydroquinase covalently inhibited by a 3-dehydroquinic acid derivative,1.35,0.17525,0.1736,46,20,250,252,252,2,97.31,P24670,AF-P24670-F1-model_v4,AF_AFP24670F1
4V12,Crystal structure of the MSMEG_6754 dehydratase from Mycobacterium smegmatis,1.5,0.1596,0.1591,30,32,337,343,342,5,93.35,A0R724,AF-A0R724-F1-model_v4,AF_AFA0R724F1
4W7U,Crystal structure of XacCel5A in the native form,1.48,0.1461,0.1437,34,18,313,332,357,44,98.67,Q8PRD3,AF-Q8PRD3-F1-model_v4,AF_AFQ8PRD3F1
4W8Q,Crystal structure of truncated hemolysin A from P. mirabilis at 1.4 Angstroms resolution,1.428,0.1401,0.1391,1,53,234,242,1577,1343,94.66,P16466,AF-P16466-F1-model_v4,AF_AFP16466F1
4W9Z,Crystal structure of the periplasmic domain of subunit II of cytochrome oxidase (CoxB) of Bradyrhizobium japonicum,1.3,0.1102,0.1089,14,45,138,139,279,141,96.72,H7C6E5,AF-H7C6E5-F1-model_v4,AF_AFH7C6E5F1
4WBR,Structure of Bradyrhizobium japonicum ScoI with copper bound,1.4,0.1283,0.126,32,26,157,157,196,39,95.46,Q89VB6,AF-Q89VB6-F1-model_v4,AF_AFQ89VB6F1
4WPY,Racemic crystal structure of Rv1738 from Mycobacterium tuberculosis (Form-II),1.5,0.23,0.2281,40,31,88,94,94,6,92.62,P9WLS2,AF-P9WLS2-F1-model_v4,AF_AFP9WLS2F1
4WQK,"Crystal structure of aminoglycoside nucleotidylyltransferase ANT(2"")-Ia, apo form",1.482,0.1613,0.1587,47,23,175,178,177,2,96.36,P0AE05,AF-P0AE05-F1-model_v4,AF_AFP0AE05F1
4WUI,Crystal structure of TrpF from Jonesia denitrificans,1.09,0.1281,0.1279,36,22,205,207,204,1,90.47,C7R2I5,AF-C7R2I5-F1-model_v4,AF_AFC7R2I5F1
4X2F,Selection of fragments for kinase inhibitor design: decoration is key,1.49,0.1646,0.1632,41,21,303,305,503,200,95.02,P36897,AF-P36897-F1-model_v4,AF_AFP36897F1
4XCZ,X-ray structure of the N-formyltransferase QdtF from Providencia alcalifaciens in complex with TDP-Qui3n and N5-THF,1.5,0.18501,0.18338,36,18,397,417,397,0,97.87,F8RC03,AF-F8RC03-F1-model_v4,AF_AFF8RC03F1
4XIJ,Crystal Structure of a Shikimate 5-dehydrogenase from Mycobacterium fortuitum Determined by Iodide SAD Phasing,1.45,0.1393,0.1372,40,21,268,275,266,2,96.96,K0V1M6,AF-K0V1M6-F1-model_v4,AF_AFK0V1M6F1
4XTB,Crystal structure of the N-terminal domain of the human mitochondrial calcium uniporter,1.5,0.14152,0.13959,18,29,109,123,351,242,91.82,Q8NE86,AF-Q8NE86-F1-model_v4,AF_AFQ8NE86F1
4XXL,Crystal structure of Class 1 cytochrome MtoD from Sideroxydans lithotrophicus ES-1,1.47,0.19243,0.19038,47,7,92,125,117,25,97.38,D5CN26,AF-D5CN26-F1-model_v4,AF_AFD5CN26F1
4Y2M,apo-GolB protein,1.4,0.17785,0.1756,34,25,65,65,65,0,97.88,A0A140UHB4,AF-A0A140UHB4-F1-model_v4,AF_AFA0A140UHB4F1
4Y88,Crystal structure of the N-terminal domain of CEACAM8,1.45,0.1467,0.145,6,49,108,108,349,241,96.84,P31997,AF-P31997-F1-model_v4,AF_AFP31997F1
4YLA,Crystal structure of the indole prenyltransferase MpnD complexed with indolactam V and DMSPP,1.4,0.1791,0.1778,34,20,374,382,374,0,91.02,I7EIW6,AF-I7EIW6-F1-model_v4,AF_AFI7EIW6F1
4YPC,Trimeric crystal structure of vimentin coil1B fragment,1.44,0.2533,0.2477,83,0,83,83,466,383,93.86,P08670,AF-P08670-F1-model_v4,AF_AFP08670F1
4YTV,Crystal structure of Mdm35,1.45,0.197,0.197,67,0,69,84,86,17,94,O60200,AF-O60200-F1-model_v4,AF_AFO60200F1
4ZBH,THE CRYSTAL STRUCTURE OF THE SOLUBLE DOMAIN OF SULFOLOBUS ACIDOCALDARIUS FLAF,1.5,0.16,0.158,3,55,119,146,164,45,95.72,Q4J9K8,AF-Q4J9K8-F1-model_v4,AF_AFQ4J9K8F1
4ZHW,Crystal structure of a bacterial signalling protein (N-terminal truncation),1.391,0.181,0.1804,44,17,110,168,168,58,97.34,Q9I4L6,AF-Q9I4L6-F1-model_v4,AF_AFQ9I4L6F1
4ZMK,Crystal structure of the dimerization domain of S. pombe Taz1,1.5,0.1625,0.1592,75,0,71,71,663,592,89.75,P79005,AF-P79005-F1-model_v4,AF_AFP79005F1
4ZX2,"Co-crystal structures of PP5 in complex with 5-methyl-7-oxabicyclo[2.2.1]heptane-2,3-dicarboxylic acid",1.23,0.16339,0.16277,34,20,325,333,499,174,97,P53041,AF-P53041-F1-model_v4,AF_AFP53041F1
5A35,Crystal structure of Glycine Cleavage Protein H-Like (GcvH-L) from Streptococcus pyogenes,1.5,0.15395,0.15288,21,45,112,120,110,2,98.17,Q1JGN4,AF-Q1JGN4-F1-model_v4,AF_AFQ1JGN4F1
5A3Y,SAD structure of Thermolysin obtained by multi crystal data collection,1.27,0.14462,0.14349,42,17,316,548,548,232,97.33,P00800,AF-P00800-F1-model_v4,AF_AFP00800F1
5A62,Hydrolytic potential of the ammonia-oxidizing Thaumarchaeon Nitrososphaera gargenis - crystal structure and activity profiles of carboxylesterases linked to their metabolic function,1.5,0.14269,0.14159,49,17,272,277,277,5,92.84,K0IM51,AF-K0IM51-F1-model_v4,AF_AFK0IM51F1
5AE0,Perdeuterated mouse CNPase catalytic domain at atomic resolution,1.04,0.1276,0.127,30,30,217,221,420,203,91.95,P16330,AF-P16330-F1-model_v4,AF_AFP16330F1
5AH1,Structure of EstA from Clostridium botulinum,1.2,0.1296,0.1293,36,15,428,461,480,52,96.48,A5I055,AF-A5I055-F1-model_v4,AF_AFA5I055F1
5AOS,Structure of a novel carbohydrate binding module from Ruminococcus flavefaciens FD-1 endoglucanase Cel5A solved at the As edge,1.29,0.12655,0.12592,3,62,100,106,106,6,90.38,A0A1A9TAF3,AF-A0A1A9TAF3-F1-model_v4,AF_AFA0A1A9TAF3F1
5B1N,DHp domain structure of EnvZ from Escherichia coli,1.33,0.1784,0.1766,85,0,59,69,450,391,87.01,P0AEJ4,AF-P0AEJ4-F1-model_v4,AF_AFP0AEJ4F1
5B42,Crystal structure of the C-terminal endonuclease domain of Aquifex aeolicus MutL.,1.35,0.1422,0.14,38,24,101,102,425,324,83.18,O67518,AF-O67518-F1-model_v4,AF_AFO67518F1
5B8D,"Crystal structure of a low occupancy fragment candidate (N-(4-Methyl-1,3-thiazol-2-yl)propanamide) bound adjacent to the ubiquitin binding pocket of the HDAC6 zinc-finger domain",1.05,0.1291,0.1283,26,18,100,107,1215,1115,93.67,Q9UBN7,AF-Q9UBN7-F1-model_v4,AF_AFQ9UBN7F1
5BVR,Actin binding domain of alpha-actinin from Schizosaccharomyces pombe,1.46,0.1592,0.1579,59,2,229,236,621,392,94.38,O13728,AF-O13728-F1-model_v4,AF_AFO13728F1
5BY5,High resolution structure of the ectoine synthase from the cold-adapted marine bacterium Sphingopyxis alaskensis,1.2,0.12456,0.12423,6,47,115,146,137,22,96.36,Q1GNW6,AF-Q1GNW6-F1-model_v4,AF_AFQ1GNW6F1
5C17,Crystal structure of the mercury-bound form of MerB2,1.24,0.143,0.142,42,24,206,209,209,3,93.09,Q7DJN2,AF-Q7DJN2-F1-model_v4,AF_AFQ7DJN2F1
5CVW,CRYSTAL STRUCTURE OF RTX DOMAIN BLOCK V OF ADENYLATE CYCLASE TOXIN FROM BORDETELLA PERTUSSIS,1.25,0.14009,0.13868,12,39,150,153,1706,1556,92.2,J7QLC0,AF-J7QLC0-F1-model_v4,AF_AFJ7QLC0F1
5D6E,Structure of human methionine aminopeptidase 2 with covalent spiroepoxytriazole inhibitor (-)-31b,1.49,0.11248,0.11013,32,25,370,371,478,108,98.36,P50579,AF-P50579-F1-model_v4,AF_AFP50579F1
5DE3,The Crystal structure of Chlamydomonas reinhardtii Arl3 bound to GppNHp,1.417,0.2083,0.2072,35,23,166,169,177,11,95.82,A8ISN6,AF-A8ISN6-F1-model_v4,AF_AFA8ISN6F1
5DHD,Crystal structure of ChBD2 from Thermococcus kodakarensis KOD1,1.27,NA,0.1954,0,60,98,100,1215,1117,80.05,Q9UWR7,AF-Q9UWR7-F1-model_v4,AF_AFQ9UWR7F1
5DIC,Fatty acid binding protein OBP56a from the oral disk of the blowfly Phormia regina,1.185,0.13286,0.13101,68,3,115,117,135,20,93.91,L8B8J6,AF-L8B8J6-F1-model_v4,AF_AFL8B8J6F1
5DLY,Crystal structure of the plantazolicin methyltransferase BamL in complex with monoazolic desmethylPZN analog and SAH,1.5,0.2079,0.20638,55,18,266,266,270,4,94.01,A7Z2A9,AF-A7Z2A9-F1-model_v4,AF_AFA7Z2A9F1
5DZO,Crystal structure of human T-cell immunoglobulin and mucin domain protein 1,1.301,0.1574,0.1565,6,44,107,107,364,257,92.95,Q96D42,AF-Q96D42-F1-model_v4,AF_AFQ96D42F1
5E4G,Crystal structure of human growth differentiation factor 11 (GDF-11),1.5,0.189,0.188,7,44,108,109,407,299,84.98,O95390,AF-O95390-F1-model_v4,AF_AFO95390F1
5E9P,Spirochaeta thermophila X module - CBM64 - wildtype,1.2,0.1066,0.1056,3,44,86,86,541,455,93.53,E0RQU0,AF-E0RQU0-F1-model_v4,AF_AFE0RQU0F1
5EPB,Crystal structure of the bromodomain of human ATAD2 in complex with Compound 49,1.5,0.1681,0.1671,74,0,130,130,1390,1260,87.37,Q6PL18,AF-Q6PL18-F1-model_v4,AF_AFQ6PL18F1
5EQV,"1.45 Angstrom Crystal Structure of Bifunctional 2',3'-cyclic Nucleotide 2'-phosphodiesterase/3'-Nucleotidase Periplasmic Precursor Protein from Yersinia pestis with Phosphate bound to the Active site",1.45,0.13301,0.13195,27,29,336,340,656,320,95.21,A0A5P8YBY3,AF-A0A5P8YBY3-F1-model_v4,AF_AFA0A5P8YBY3F1
5EYN,"Crystal structure of Fructokinase from Vibrio cholerae O395 in fructose, ADP, Beryllium trifluoride and calcium ion bound form",1.289,0.1425,0.1411,42,23,306,323,323,17,96.74,A0A0H3AER7,AF-A0A0H3AER7-F1-model_v4,AF_AFA0A0H3AER7F1
5FBF,S1 nuclease from Aspergillus oryzae in complex with two molecules of 2'-deoxycytidine-5'-monophosphate,1.04,0.11315,0.11106,64,4,267,267,287,20,97.99,P24021,AF-P24021-F1-model_v4,AF_AFP24021F1
5FPZ,The structure of KdgF from Yersinia enterocolitica with malonate bound in the active site.,1.5,0.17139,0.16975,5,57,110,110,110,0,97.99,A1JMF7,AF-A1JMF7-F1-model_v4,AF_AFA1JMF7F1
5FTB,Crystal structure of Pif1 helicase from Bacteroides in complex with AMPPNP,1.38,0.1676,0.1668,32,25,430,433,433,3,90.21,D7K0H3,AF-D7K0H3-F1-model_v4,AF_AFD7K0H3F1
5FU5,The complexity of the Ruminococcus flavefaciens cellulosome reflects an expansion in glycan recognition,1.5,0.1879,0.18619,3,56,117,123,123,6,96.15,A0A1A9TA81,AF-A0A1A9TA81-F1-model_v4,AF_AFA0A1A9TA81F1
5G0G,Crystal structure of Danio rerio HDAC6 CD1 in complex with trichostatin A,1.499,0.1404,0.1389,44,13,360,380,1081,721,98.26,F8W4B7,AF-F8W4B7-F1-model_v4,AF_AFF8W4B7F1
5GV0,Crystal structure of the membrane-proximal domain of mouse lysosome-associated membrane protein 1 (LAMP-1),1.5,0.1761,0.1743,2,65,162,168,406,244,92.34,P11438,AF-P11438-F1-model_v4,AF_AFP11438F1
5H1D,Crystal structure of C-terminal of RhoGDI2,1.494,0.1564,0.1539,5,58,135,143,201,66,94.53,P52566,AF-P52566-F1-model_v4,AF_AFP52566F1
5H28,Crystal structure of Osh1 ANK domain from Saccharomyces cerevisia,1.5,0.184,0.184,57,0,263,263,1188,925,81.87,P35845,AF-P35845-F1-model_v4,AF_AFP35845F1
5H9K,Crystal of a leukotriene-binding salivary lipocalin,1.352,0.1614,0.1604,8,42,154,156,173,19,96.48,Q7YT09,AF-Q7YT09-F1-model_v4,AF_AFQ7YT09F1
5HQH,1.32 Angstrom Crystal Structure of Ybbr like Domain of lmo2119 Protein from Listeria monocytogenes.,1.32,0.16351,0.16198,10,54,96,109,452,356,93.7,Q8Y5E5,AF-Q8Y5E5-F1-model_v4,AF_AFQ8Y5E5F1
